YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,GENERATION (Megawatthours)
2001,8,CA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,346
2001,8,CA,"Electric Generators, Electric Utilities",Geothermal,-29
2001,8,CA,"Electric Generators, Electric Utilities",Other Biomass,16467
2001,8,CA,"Electric Generators, Electric Utilities",Pumped Storage,135796
2001,8,CA,"Electric Generators, Electric Utilities",Total,7384097
2001,8,CA,"Electric Generators, Independent Power Producers",Petroleum,70642
2001,8,CA,"Electric Generators, Independent Power Producers",Natural Gas,6955673
2001,8,CA,"Electric Generators, Independent Power Producers",Other Gases,0
2001,8,CA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,60374
2001,8,CA,"Electric Generators, Independent Power Producers",Wind,407332
2001,8,CA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,84882
2001,8,CA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,173196
2001,8,CA,"Electric Generators, Independent Power Producers",Geothermal,1037374
2001,8,CA,"Electric Generators, Independent Power Producers",Other Biomass,142824
2001,8,CA,"Electric Generators, Independent Power Producers",Other,17435
2001,8,CA,"Electric Generators, Independent Power Producers",Total,8949732
2001,8,CA,"Combined Heat and Power, Electric Power",Coal,183895
2001,8,CA,"Combined Heat and Power, Electric Power",Petroleum,67973
2001,8,CA,"Combined Heat and Power, Electric Power",Natural Gas,2004351
2001,8,CA,"Combined Heat and Power, Electric Power",Other Gases,0
2001,8,CA,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,24325
2001,8,CA,"Combined Heat and Power, Electric Power",Other Biomass,7908
2001,8,CA,"Combined Heat and Power, Electric Power",Other,64
2001,8,CA,"Combined Heat and Power, Electric Power",Total,2288516
2001,8,CA,"Combined Heat and Power, Commercial Power",Petroleum,81
2001,8,CA,"Combined Heat and Power, Commercial Power",Natural Gas,158837
2001,8,CA,"Combined Heat and Power, Commercial Power",Other Gases,0
2001,8,CA,"Combined Heat and Power, Commercial Power",Other Biomass,20550
2001,8,CA,"Combined Heat and Power, Commercial Power",Total,179468
2001,8,CA,"Combined Heat and Power, Industrial Power",Coal,42487
2001,8,CA,"Combined Heat and Power, Industrial Power",Petroleum,43553
2001,8,CA,"Combined Heat and Power, Industrial Power",Natural Gas,1191211
2001,8,CA,"Combined Heat and Power, Industrial Power",Other Gases,102434
2001,8,CA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,121917
2001,8,CA,"Combined Heat and Power, Industrial Power",Other Biomass,2401
2001,8,CA,"Combined Heat and Power, Industrial Power",Other,1627
2001,8,CA,"Combined Heat and Power, Industrial Power",Total,1505630
2001,9,CA,Total Electric Power Industry,Coal,182546
2001,9,CA,Total Electric Power Industry,Petroleum,168981
2001,9,CA,Total Electric Power Industry,Natural Gas,9412643
2001,9,CA,Total Electric Power Industry,Other Gases,78930
2001,9,CA,Total Electric Power Industry,Nuclear,3163653
2001,9,CA,Total Electric Power Industry,Hydroelectric Conventional,2028142
2001,9,CA,Total Electric Power Industry,Wind,293075
2001,9,CA,Total Electric Power Industry,Solar Thermal and Photovoltaic,64730
2001,9,CA,Total Electric Power Industry,Wood and Wood Derived Fuels,288878
2001,9,CA,Total Electric Power Industry,Geothermal,1020036
2001,9,CA,Total Electric Power Industry,Other Biomass,176642
2001,9,CA,Total Electric Power Industry,Pumped Storage,-41528
2001,9,CA,Total Electric Power Industry,Other,15901
2001,9,CA,Total Electric Power Industry,Total,16852629
2001,9,CA,"Electric Generators, Electric Utilities",Petroleum,3304
2001,9,CA,"Electric Generators, Electric Utilities",Natural Gas,979335
2001,9,CA,"Electric Generators, Electric Utilities",Nuclear,3163653
2001,9,CA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1977015
2001,9,CA,"Electric Generators, Electric Utilities",Wind,760
2001,9,CA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,309
2001,9,CA,"Electric Generators, Electric Utilities",Geothermal,0
2001,9,CA,"Electric Generators, Electric Utilities",Other Biomass,15635
2001,9,CA,"Electric Generators, Electric Utilities",Pumped Storage,-41528
2001,9,CA,"Electric Generators, Electric Utilities",Total,6098483
2001,9,CA,"Electric Generators, Independent Power Producers",Petroleum,63898
2001,9,CA,"Electric Generators, Independent Power Producers",Natural Gas,5448377
2001,9,CA,"Electric Generators, Independent Power Producers",Other Gases,0
2001,9,CA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,51127
2001,9,CA,"Electric Generators, Independent Power Producers",Wind,292315
2001,9,CA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,64421
2001,9,CA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,159941
2001,9,CA,"Electric Generators, Independent Power Producers",Geothermal,1020036
2001,9,CA,"Electric Generators, Independent Power Producers",Other Biomass,132380
2001,9,CA,"Electric Generators, Independent Power Producers",Other,14651
2001,9,CA,"Electric Generators, Independent Power Producers",Total,7247146
2001,9,CA,"Combined Heat and Power, Electric Power",Coal,143699
2001,9,CA,"Combined Heat and Power, Electric Power",Petroleum,61934
2001,9,CA,"Combined Heat and Power, Electric Power",Natural Gas,1701945
2001,9,CA,"Combined Heat and Power, Electric Power",Other Gases,0
2001,9,CA,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,20600
2001,9,CA,"Combined Heat and Power, Electric Power",Other Biomass,6581
2001,9,CA,"Combined Heat and Power, Electric Power",Other,54
2001,9,CA,"Combined Heat and Power, Electric Power",Total,1934813
2001,9,CA,"Combined Heat and Power, Commercial Power",Petroleum,61
2001,9,CA,"Combined Heat and Power, Commercial Power",Natural Gas,135788
2001,9,CA,"Combined Heat and Power, Commercial Power",Other Gases,0
2001,9,CA,"Combined Heat and Power, Commercial Power",Other Biomass,20048
2001,9,CA,"Combined Heat and Power, Commercial Power",Total,155897
2001,9,CA,"Combined Heat and Power, Industrial Power",Coal,38847
2001,9,CA,"Combined Heat and Power, Industrial Power",Petroleum,39784
2001,9,CA,"Combined Heat and Power, Industrial Power",Natural Gas,1147198
2001,9,CA,"Combined Heat and Power, Industrial Power",Other Gases,78930
2001,9,CA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,108337
2001,9,CA,"Combined Heat and Power, Industrial Power",Other Biomass,1998
2001,9,CA,"Combined Heat and Power, Industrial Power",Other,1196
2001,9,CA,"Combined Heat and Power, Industrial Power",Total,1416290
2001,10,CA,Total Electric Power Industry,Coal,137018
2001,10,CA,Total Electric Power Industry,Petroleum,217837
2001,10,CA,Total Electric Power Industry,Natural Gas,8942997
2001,10,CA,Total Electric Power Industry,Other Gases,66816
2001,10,CA,Total Electric Power Industry,Nuclear,2960685
2001,10,CA,Total Electric Power Industry,Hydroelectric Conventional,1819154
2001,10,CA,Total Electric Power Industry,Wind,253310
2001,10,CA,Total Electric Power Industry,Solar Thermal and Photovoltaic,20759
2001,10,CA,Total Electric Power Industry,Wood and Wood Derived Fuels,285883
2001,10,CA,Total Electric Power Industry,Geothermal,1022336
2001,10,CA,Total Electric Power Industry,Other Biomass,176796
2001,10,CA,Total Electric Power Industry,Pumped Storage,8798
2001,10,CA,Total Electric Power Industry,Other,16871
2001,10,CA,Total Electric Power Industry,Total,15929260
2001,10,CA,"Electric Generators, Electric Utilities",Petroleum,3777
2001,10,CA,"Electric Generators, Electric Utilities",Natural Gas,965357
2001,10,CA,"Electric Generators, Electric Utilities",Nuclear,2960685
2001,10,CA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1766312
2001,10,CA,"Electric Generators, Electric Utilities",Wind,515
2001,10,CA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,236
2001,10,CA,"Electric Generators, Electric Utilities",Geothermal,0
2001,10,CA,"Electric Generators, Electric Utilities",Other Biomass,17823
2001,10,CA,"Electric Generators, Electric Utilities",Pumped Storage,8798
2001,10,CA,"Electric Generators, Electric Utilities",Total,5723503
2001,10,CA,"Electric Generators, Independent Power Producers",Petroleum,85051
2001,10,CA,"Electric Generators, Independent Power Producers",Natural Gas,4926047
2001,10,CA,"Electric Generators, Independent Power Producers",Other Gases,0
2001,10,CA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,52842
2001,10,CA,"Electric Generators, Independent Power Producers",Wind,252795
2001,10,CA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,20523
2001,10,CA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,159322
2001,10,CA,"Electric Generators, Independent Power Producers",Geothermal,1022336
2001,10,CA,"Electric Generators, Independent Power Producers",Other Biomass,132840
2001,10,CA,"Electric Generators, Independent Power Producers",Other,15805
2001,10,CA,"Electric Generators, Independent Power Producers",Total,6667561
2001,10,CA,"Combined Heat and Power, Electric Power",Coal,107136
2001,10,CA,"Combined Heat and Power, Electric Power",Petroleum,71407
2001,10,CA,"Combined Heat and Power, Electric Power",Natural Gas,1735440
2001,10,CA,"Combined Heat and Power, Electric Power",Other Gases,179
2001,10,CA,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,22162
2001,10,CA,"Combined Heat and Power, Electric Power",Other Biomass,6218
2001,10,CA,"Combined Heat and Power, Electric Power",Other,0
2001,10,CA,"Combined Heat and Power, Electric Power",Total,1942542
2001,10,CA,"Combined Heat and Power, Commercial Power",Petroleum,59
2001,10,CA,"Combined Heat and Power, Commercial Power",Natural Gas,136614
2001,10,CA,"Combined Heat and Power, Commercial Power",Other Gases,0
2001,10,CA,"Combined Heat and Power, Commercial Power",Other Biomass,18027
2001,10,CA,"Combined Heat and Power, Commercial Power",Total,154700
2001,10,CA,"Combined Heat and Power, Industrial Power",Coal,29882
2001,10,CA,"Combined Heat and Power, Industrial Power",Petroleum,57543
2001,10,CA,"Combined Heat and Power, Industrial Power",Natural Gas,1179539
2001,10,CA,"Combined Heat and Power, Industrial Power",Other Gases,66637
2001,10,CA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,104399
2001,10,CA,"Combined Heat and Power, Industrial Power",Other Biomass,1888
2001,10,CA,"Combined Heat and Power, Industrial Power",Other,1066
2001,10,CA,"Combined Heat and Power, Industrial Power",Total,1440954
2001,11,CA,Total Electric Power Industry,Coal,143407
2001,11,CA,Total Electric Power Industry,Petroleum,190672
2001,11,CA,Total Electric Power Industry,Natural Gas,7011475
2001,11,CA,Total Electric Power Industry,Other Gases,66371
2001,11,CA,Total Electric Power Industry,Nuclear,3067781
2001,11,CA,Total Electric Power Industry,Hydroelectric Conventional,1357031
2001,11,CA,Total Electric Power Industry,Wind,143261
2001,11,CA,Total Electric Power Industry,Solar Thermal and Photovoltaic,14251
2001,11,CA,Total Electric Power Industry,Wood and Wood Derived Fuels,271285
2001,11,CA,Total Electric Power Industry,Geothermal,1022454
2001,11,CA,Total Electric Power Industry,Other Biomass,159323
2001,11,CA,Total Electric Power Industry,Pumped Storage,-44335
2001,11,CA,Total Electric Power Industry,Other,16412
2001,11,CA,Total Electric Power Industry,Total,13419388
2001,11,CA,"Electric Generators, Electric Utilities",Petroleum,3812
2001,11,CA,"Electric Generators, Electric Utilities",Natural Gas,669362
2001,11,CA,"Electric Generators, Electric Utilities",Nuclear,3067781
2001,11,CA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1310864
2001,11,CA,"Electric Generators, Electric Utilities",Wind,159
2001,11,CA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,95
2001,11,CA,"Electric Generators, Electric Utilities",Geothermal,0
2001,11,CA,"Electric Generators, Electric Utilities",Other Biomass,16329
2001,11,CA,"Electric Generators, Electric Utilities",Pumped Storage,-44335
2001,11,CA,"Electric Generators, Electric Utilities",Total,5024067
2001,11,CA,"Electric Generators, Independent Power Producers",Petroleum,73272
2001,11,CA,"Electric Generators, Independent Power Producers",Natural Gas,3561940
2001,11,CA,"Electric Generators, Independent Power Producers",Other Gases,0
2001,11,CA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,46167
2001,11,CA,"Electric Generators, Independent Power Producers",Wind,143102
2001,11,CA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,14156
2001,11,CA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,163619
2001,11,CA,"Electric Generators, Independent Power Producers",Geothermal,1022454
2001,11,CA,"Electric Generators, Independent Power Producers",Other Biomass,119451
2001,11,CA,"Electric Generators, Independent Power Producers",Other,15082
2001,11,CA,"Electric Generators, Independent Power Producers",Total,5159243
2001,11,CA,"Combined Heat and Power, Electric Power",Coal,104714
2001,11,CA,"Combined Heat and Power, Electric Power",Petroleum,65272
2001,11,CA,"Combined Heat and Power, Electric Power",Natural Gas,1605351
2001,11,CA,"Combined Heat and Power, Electric Power",Other Gases,176
2001,11,CA,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,15092
2001,11,CA,"Combined Heat and Power, Electric Power",Other Biomass,5119
2001,11,CA,"Combined Heat and Power, Electric Power",Other,60
2001,11,CA,"Combined Heat and Power, Electric Power",Total,1795784
2001,11,CA,"Combined Heat and Power, Commercial Power",Petroleum,48
2001,11,CA,"Combined Heat and Power, Commercial Power",Natural Gas,117480
2001,11,CA,"Combined Heat and Power, Commercial Power",Other Gases,0
2001,11,CA,"Combined Heat and Power, Commercial Power",Other Biomass,16870
2001,11,CA,"Combined Heat and Power, Commercial Power",Total,134398
2001,11,CA,"Combined Heat and Power, Industrial Power",Coal,38693
2001,11,CA,"Combined Heat and Power, Industrial Power",Petroleum,48268
2001,11,CA,"Combined Heat and Power, Industrial Power",Natural Gas,1057342
2001,11,CA,"Combined Heat and Power, Industrial Power",Other Gases,66195
2001,11,CA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,92574
2001,11,CA,"Combined Heat and Power, Industrial Power",Other Biomass,1554
2001,11,CA,"Combined Heat and Power, Industrial Power",Other,1270
2001,11,CA,"Combined Heat and Power, Industrial Power",Total,1305896
2001,12,CA,Total Electric Power Industry,Coal,211485
2001,12,CA,Total Electric Power Industry,Petroleum,203140
2001,12,CA,Total Electric Power Industry,Natural Gas,7418123
2001,12,CA,Total Electric Power Industry,Other Gases,105881
2001,12,CA,Total Electric Power Industry,Nuclear,3286761
2001,12,CA,Total Electric Power Industry,Hydroelectric Conventional,1685150
2001,12,CA,Total Electric Power Industry,Wind,171530
2001,12,CA,Total Electric Power Industry,Solar Thermal and Photovoltaic,3998
2001,12,CA,Total Electric Power Industry,Wood and Wood Derived Fuels,298366
2001,12,CA,Total Electric Power Industry,Geothermal,1054528
2001,12,CA,Total Electric Power Industry,Other Biomass,161167
2001,12,CA,Total Electric Power Industry,Pumped Storage,38779
